weekend,hour,raining,origin,speed
0,14,False,13,7.570360269597503
0,15,False,13,6.442519369064154
0,16,False,13,7.175609625828895
0,17,False,13,7.315390744854447
0,18,False,13,5.287703401292748
0,19,False,13,4.040417465049869
0,20,False,13,5.607637755830772
0,21,False,13,7.890456390488688
0,22,False,13,11.470674671438145
0,23,False,13,13.109582273188938
0,0,False,14,17.172909855287273
0,1,False,14,16.72490291105982
0,2,False,14,15.85391080968156
0,3,False,14,15.368773303561026
0,4,False,14,14.817155557078856
0,5,False,14,14.140622693142316
0,6,False,14,11.720073769082186
0,7,False,14,4.067274842627345
0,8,False,14,3.09142154657657
0,9,False,14,3.640976033256937
0,10,False,14,4.857208684490324
0,11,False,14,5.320315750771684
0,12,False,14,7.050037839700423
0,13,False,14,7.0150282490696
0,14,False,14,7.054745502746062
0,15,False,14,5.9655069891130825
0,16,False,14,7.034457011845309
0,17,False,14,6.61067403349626
0,18,False,14,4.7119127600332495
0,19,False,14,3.81183770753458
0,20,False,14,5.999482168433431
0,21,False,14,7.631351952485529
0,22,False,14,13.526640992855697
0,23,False,14,15.825829551561599
0,0,False,15,12.501698716583931
0,1,False,15,12.039378548003825
0,2,False,15,11.433408087044894
0,3,False,15,11.04549828076072
0,4,False,15,10.607654322661356
0,5,False,15,10.303830044405155
0,6,False,15,8.362387779094208
0,7,False,15,3.8947027598207558
0,8,False,15,3.2083137108594544
0,9,False,15,3.514625488972336
0,10,False,15,4.090789824067449
0,11,False,15,4.347649198650915
0,12,False,15,5.1594486077124735
0,13,False,15,4.632149625105737
0,14,False,15,4.727292972032285
0,15,False,15,4.521338002753288
0,16,False,15,4.748003924996031
0,17,False,15,4.654991453135194
0,18,False,15,3.9408837929408724
0,19,False,15,3.4751604398534894
0,20,False,15,5.119481511660163
0,21,False,15,6.267438254561966
0,22,False,15,9.685766480646194
0,23,False,15,11.363648396594943
0,0,False,16,12.476047812574219
0,1,False,16,12.02839015556132
0,2,False,16,11.525277406170705
0,3,False,16,11.14220232009176
0,4,False,16,10.70915757013315
0,5,False,16,10.274831426242212
0,6,False,16,8.332360798559113
0,7,False,16,5.611612238841101
0,8,False,16,5.186110322458458
0,9,False,16,5.2237858838311615
0,10,False,16,5.612912461024771
0,11,False,16,5.464696812118139
0,12,False,16,5.665395384516139
0,13,False,16,5.514432302771348
0,14,False,16,5.415186635857703
0,15,False,16,5.298190942192393
0,16,False,16,5.532428219836418
0,17,False,16,5.422642052597038
0,18,False,16,4.855112398141516
0,19,False,16,4.547958660429826
0,20,False,16,6.249417645208865
0,21,False,16,7.205774626423903
0,22,False,16,9.612438716990605
0,23,False,16,11.371311970307874
0,0,False,17,6.556337175265414
0,1,False,17,6.22756202428515
0,2,False,17,5.98103250995827
0,3,False,17,5.706215278948007
0,4,False,17,5.455543292336935
0,5,False,17,5.408871238348278
0,6,False,17,4.526894341551704
0,7,False,17,3.662554842623815
0,8,False,17,3.312425467153287
0,9,False,17,3.1612205322588043
0,10,False,17,3.2754942650689842
0,11,False,17,3.198244175479243
0,12,False,17,3.2084455276624415
0,13,False,17,3.1179340506669297
0,14,False,17,3.0792727161044366
0,15,False,17,3.0415584137761957
0,16,False,17,3.0822590290555003
0,17,False,17,3.1153301920888525
0,18,False,17,2.9303665490096606
0,19,False,17,2.7500040277919116
0,20,False,17,3.696225312369339
0,21,False,17,4.157099544698052
0,22,False,17,5.057830765764038
0,23,False,17,5.962343911050355
0,0,False,18,10.763128097514452
0,1,False,18,10.62121473403088
0,2,False,18,10.07747333964188
0,3,False,18,9.729916853108367
0,4,False,18,9.338105110965184
0,5,False,18,9.095586373890661
0,6,False,18,7.514929232542913
0,7,False,18,5.671330299461138
0,8,False,18,5.320663357171575
0,9,False,18,5.1716674277300525
0,10,False,18,5.6308955195001476
0,11,False,18,5.481342099269135
0,12,False,18,5.443738819671639
0,13,False,18,5.459562097714408
0,14,False,18,5.39603135201399
0,15,False,18,5.25854116122408
0,16,False,18,5.400942148495222
0,17,False,18,5.066401442123828
0,18,False,18,4.802398914258311
0,19,False,18,4.4268588728671245
0,20,False,18,5.958661097077121
0,21,False,18,6.656399354867069
0,22,False,18,8.466158879434536
0,23,False,18,10.023915680141144
0,0,False,19,9.451380516509618
0,1,False,19,9.169742050783054
0,2,False,19,8.833731509238065
0,3,False,19,8.521475653696683
0,4,False,19,8.170125558600608
0,5,False,19,7.994334599369663
0,6,False,19,6.621233768564618
0,7,False,19,5.650677669583223
0,8,False,19,5.097380715497787
0,9,False,19,4.814689103709793
0,10,False,19,5.19778135654648
0,11,False,19,5.075850327734164
0,12,False,19,4.9854437073154205
0,13,False,19,4.949055999616003
0,14,False,19,4.888005015858894
0,15,False,19,4.756176738510082
0,16,False,19,4.917960408240554
0,17,False,19,4.695865607568342
0,18,False,19,4.484440678928446
0,19,False,19,4.195521450757004
0,20,False,19,5.727542618711002
0,21,False,19,6.239492836556166
0,22,False,19,7.495066412864131
0,23,False,19,8.792858136606146
0,0,False,20,19.23228327450526
0,1,False,20,18.650312920078832
0,2,False,20,17.988096165623396
0,3,False,20,17.69536381322726
0,4,False,20,16.99601718107562
0,5,False,20,16.15485653712257
0,6,False,20,13.630703080089715
0,7,False,20,10.250892558821626
0,8,False,20,9.247465595490238
0,9,False,20,9.33245951532116
0,10,False,20,11.306230416394579
0,11,False,20,11.552412536194671
0,12,False,20,11.422158309866067
0,13,False,20,11.347392153377731
0,14,False,20,11.325984232540883
0,15,False,20,10.523710286413303
0,16,False,20,11.283409808271378
0,17,False,20,9.857490758413173
0,18,False,20,9.931064128488707
0,19,False,20,9.558294312746739
0,20,False,20,12.137730450449002
0,21,False,20,13.327097271710704
0,22,False,20,15.495795583982066
0,23,False,20,17.815342568907862
0,0,False,21,23.371311643663006
0,1,False,21,22.576236349312424
0,2,False,21,21.725456661775684
0,3,False,21,21.447763774224725
0,4,False,21,20.875064691631565
0,5,False,21,19.49029470232984
0,6,False,21,17.62263133130577
0,7,False,21,15.722117817284166
0,8,False,21,14.850873761965584
0,9,False,21,11.17489539606354
0,10,False,21,16.643613941303393
0,11,False,21,16.687475769583386
0,12,False,21,16.58402606968673
0,13,False,21,16.409943290997393
0,14,False,21,16.38092740486044
0,15,False,21,16.141491182493557
0,16,False,21,16.11341606729936
0,17,False,21,14.307840441303755
0,18,False,21,13.869688253937404
0,19,False,21,13.27700304554229
0,20,False,21,16.80975736016193
0,21,False,21,18.048984061556833
0,22,False,21,19.83599089319452
0,23,False,21,21.584782820851586
0,0,False,22,5.607538431774635
0,1,False,22,5.365273268098929
0,2,False,22,4.995739243562138
0,3,False,22,4.769704554596325
0,4,False,22,4.654586740011592
0,5,False,22,4.644318125433739
0,6,False,22,4.125628014616669
0,7,False,22,3.6150892168614988
0,8,False,22,3.2544764087305884
0,9,False,22,2.0531577092497333
0,10,False,22,3.07326411912374
0,11,False,22,3.131147578877798
0,12,False,22,3.0762388329092243
0,13,False,22,3.0698218081626765
0,14,False,22,3.032336631491097
0,15,False,22,3.0108521104617796
0,16,False,22,2.974784783406079
0,17,False,22,2.9775785358043314
0,18,False,22,2.842012235027217
0,19,False,22,2.70267329350633
0,20,False,22,3.6011748455119683
0,21,False,22,4.037260462423831
0,22,False,22,4.563594066455817
0,23,False,22,5.1324122477927725
0,0,False,23,7.4324832327638415
0,1,False,23,7.250286999197835
0,2,False,23,6.984403307220754
0,3,False,23,6.7800304584787
0,4,False,23,6.5872780192185285
0,5,False,23,6.314089327535344
0,6,False,23,5.835727756485601
0,7,False,23,4.925706480745663
0,8,False,23,4.002414367476577
0,9,False,23,2.9508127746559794
0,10,False,23,4.223894082171647
0,11,False,23,4.19669466732384
0,12,False,23,4.247152484064558
0,13,False,23,4.1433333657030476
0,14,False,23,3.9065269718772506
0,15,False,23,3.6953258195439362
0,16,False,23,3.6892852790340145
0,17,False,23,3.6792681524613235
0,18,False,23,3.491774651876947
0,19,False,23,3.368895923511658
0,20,False,23,4.546652448638691
0,21,False,23,5.208106466213304
0,22,False,23,5.830228421677011
0,23,False,23,6.662193127458655
0,0,False,24,5.596596938355448
0,1,False,24,5.228631075275834
0,2,False,24,4.906066318999671
0,3,False,24,4.919556749587909
0,4,False,24,4.828835554093069
0,5,False,24,4.677135397627796
0,6,False,24,4.112111671268218
0,7,False,24,2.8645467872912906
0,8,False,24,2.4314729701364355
0,9,False,24,2.4543143223740174
0,10,False,24,2.897701532816844
0,11,False,24,2.7822425954857493
0,12,False,24,2.98901207276373
0,13,False,24,2.8385925976632667
0,14,False,24,2.753295858961193
0,15,False,24,2.5127744404265875
0,16,False,24,2.6440061151160617
0,17,False,24,2.834006155525356
0,18,False,24,2.259583942953348
0,19,False,24,2.3566685430479444
0,20,False,24,3.347782174673086
0,21,False,24,3.875921948100638
0,22,False,24,4.4244234320558755
0,23,False,24,5.115455323713383
0,0,False,25,5.574237126842036
0,1,False,25,5.284067114756319
0,2,False,25,5.060452861312534
0,3,False,25,4.962607935506194
0,4,False,25,4.764864404141543
0,5,False,25,4.582110612231939
0,6,False,25,3.911617544712975
0,7,False,25,2.4944841542984637
0,8,False,25,2.1887391756767784
0,9,False,25,2.184891543877621
0,10,False,25,2.303828061589146
0,11,False,25,2.2818433996367427
0,12,False,25,2.4635217056903334
0,13,False,25,2.3584339702619466
0,14,False,25,2.253086746672383
0,15,False,25,2.124885730745839
0,16,False,25,2.2285451343117093
0,17,False,25,2.408010065165255
0,18,False,25,1.7938787600311648
0,19,False,25,1.9515135596253321
0,20,False,25,2.7919273751168148
0,21,False,25,3.6344188717894372
0,22,False,25,4.3354393834761895
0,23,False,25,5.049866060500065
0,0,False,26,10.268384178213504
0,1,False,26,10.119570264051307
0,2,False,26,9.920852674034384
0,3,False,26,9.428571708827445
0,4,False,26,9.59607533445311
0,5,False,26,8.7927330580846
0,6,False,26,7.296743629755099
0,7,False,26,6.131284104437861
0,8,False,26,5.74333360707709
0,9,False,26,5.94187015999703
0,10,False,26,5.978044341682564
0,11,False,26,5.991637445784623
0,12,False,26,5.936956790738572
0,13,False,26,5.796119809479014
0,14,False,26,5.852336445022772
0,15,False,26,5.674001429838654
0,16,False,26,5.686245591036149
0,17,False,26,5.129239255142121
0,18,False,26,4.485654446225839
0,19,False,26,3.7668129237185197
0,20,False,26,5.633012384373993
0,21,False,26,6.9571422628012805
0,22,False,26,7.750829192887646
0,23,False,26,9.141079378729172
0,0,False,27,6.184889018568172
0,1,False,27,5.952502088691599
0,2,False,27,5.6922990041327
0,3,False,27,5.53645582866702
0,4,False,27,5.310665185443421
0,5,False,27,5.177519234628794
0,6,False,27,4.496940768103048
0,7,False,27,3.9477117580005148
0,8,False,27,3.5180397659123352
0,9,False,27,3.3755934249872053
0,10,False,27,3.3682254169095005
0,11,False,27,3.3608895035181274
0,12,False,27,3.3180636287798957
0,13,False,27,3.2763154326036332
0,14,False,27,3.2189803703070226
0,15,False,27,3.2122795114810505
0,16,False,27,3.189288173529927
0,17,False,27,3.107628700167971
0,18,False,27,2.476436992164933
0,19,False,27,2.1110910673569645
0,20,False,27,3.230102683836348
0,21,False,27,4.260684151024665
0,22,False,27,4.950106466680669
0,23,False,27,5.677517275763725
0,0,False,28,7.570305947960054
0,1,False,28,7.201728468083352
0,2,False,28,6.965113810775085
0,3,False,28,6.697408706353798
0,4,False,28,6.4495205014770685
0,5,False,28,6.217242715326964
0,6,False,28,5.473837669180927
0,7,False,28,4.858917474690407
0,8,False,28,4.3682022014855075
0,9,False,28,4.285549924621535
0,10,False,28,4.212211855615303
0,11,False,28,4.224820602308188
0,12,False,28,4.216194310299116
0,13,False,28,4.165788387050831
0,14,False,28,4.116573462236632
0,15,False,28,3.9348396068974694
0,16,False,28,4.02155165885263
0,17,False,28,3.863843318620663
0,18,False,28,2.879308611751663
0,19,False,28,2.2326794924669953
0,20,False,28,3.5410382037609893
0,21,False,28,5.103945849072291
0,22,False,28,6.121398088953926
0,23,False,28,6.9929038721278465
0,0,False,29,7.656089881287572
0,1,False,29,7.321475044304338
0,2,False,29,6.970770047746659
0,3,False,29,6.857906909517933
0,4,False,29,6.510801830720631
0,5,False,29,6.408517575851492
0,6,False,29,5.631144261786755
0,7,False,29,4.9657777709111235
0,8,False,29,4.463362741616161
0,9,False,29,4.435309291431631
0,10,False,29,4.3860125184987035
0,11,False,29,4.46006122496299
0,12,False,29,4.43079698547189
0,13,False,29,4.422417876165572
0,14,False,29,4.2749480182614565
0,15,False,29,4.014548677448088
0,16,False,29,4.240352451587534
0,17,False,29,4.022939290086679
0,18,False,29,3.2891539345715843
0,19,False,29,3.029154192437153
0,20,False,29,4.345623484648945
0,21,False,29,5.4260552886205
0,22,False,29,6.284039248430104
0,23,False,29,7.175674253509481
0,0,False,30,6.201981395179509
0,1,False,30,5.9539775355876
0,2,False,30,5.804513443860512
0,3,False,30,5.476962618577667
0,4,False,30,5.350233513388704
0,5,False,30,5.047792396845047
0,6,False,30,4.500901789983063
0,7,False,30,4.012275572271137
0,8,False,30,3.6390170213747477
0,9,False,30,3.5230044394494846
0,10,False,30,3.5508399587621327
0,11,False,30,3.5613256092851207
0,12,False,30,3.484990392495805
0,13,False,30,3.478120646981166
0,14,False,30,3.4215386905457015
0,15,False,30,3.3987148382944006
0,16,False,30,3.3603562202038395
0,17,False,30,3.3001124077190735
0,18,False,30,3.17851040819834
0,19,False,30,3.0164838786895993
0,20,False,30,4.036695492090351
0,21,False,30,4.490135861779361
0,22,False,30,4.998143911396229
0,23,False,30,5.712415275961709
0,0,False,31,6.838156497478527
0,1,False,31,6.5436042917577675
0,2,False,31,6.227594486450793
0,3,False,31,5.982350484984006
0,4,False,31,5.641528822628845
0,5,False,31,5.483745295309333
0,6,False,31,4.890291010877864
0,7,False,31,4.4127414233677
0,8,False,31,3.7758128842918945
0,9,False,31,3.707528208182184
0,10,False,31,3.7763760139640663
0,11,False,31,3.749139904688228
0,12,False,31,3.684761775695991
0,13,False,31,3.677234971043108
0,14,False,31,3.669738853476052
0,15,False,31,3.590312519966313
0,16,False,31,3.6186472427169254
0,17,False,31,3.5131721464686954
0,18,False,31,3.191405642302569
0,19,False,31,3.3285222090107607
0,20,False,31,4.394196800696126
0,21,False,31,4.814173845532399
0,22,False,31,5.423971646041115
0,23,False,31,6.121934338605864
0,0,False,32,8.018686448382331
0,1,False,32,8.03681667733046
0,2,False,32,7.9145521832268
0,3,False,32,7.707681977411863
0,4,False,32,7.309709859367421
0,5,False,32,7.106186160724203
0,6,False,32,6.038718081151338
0,7,False,32,5.51566085447456
0,8,False,32,4.229327299924005
0,9,False,32,2.982352164223522
0,10,False,32,4.891052399038693
0,11,False,32,4.987143706911887
0,12,False,32,4.936351991304299
0,13,False,32,4.948795136415663
0,14,False,32,4.701288292356218
0,15,False,32,4.564993317746572
0,16,False,32,4.821568562268961
0,17,False,32,4.254013298592852
0,18,False,32,3.474308042303745
0,19,False,32,3.547228480452
0,20,False,32,5.596020916172609
0,21,False,32,6.177863228885175
0,22,False,32,6.894738815693361
0,23,False,32,7.5835549913760705
0,0,False,33,6.084608629650649
0,1,False,33,5.828966439878692
0,2,False,33,5.593939500529069
0,3,False,33,5.490792102835159
0,4,False,33,5.317798418848251
0,5,False,33,5.118302445062489
0,6,False,33,4.488060747890111
0,7,False,33,3.8720458266605244
0,8,False,33,3.3143163769660955
0,9,False,33,3.104251453312404
0,10,False,33,3.1274354240270887
0,11,False,33,3.2428168467881773
0,12,False,33,3.3334084433998137
0,13,False,33,3.293831670783838
0,14,False,33,3.1776994846319786
0,15,False,33,3.0554269879491733
0,16,False,33,3.165462849856556
0,17,False,33,2.980490259687889
0,18,False,33,2.5659568301982074
0,19,False,33,2.5968927408695763
0,20,False,33,3.7221688457802182
0,21,False,33,4.270830680444991
0,22,False,33,4.914847146374893
0,23,False,33,5.621323032202503
0,0,False,34,5.371711658754185
0,1,False,34,5.303619931951457
0,2,False,34,5.262403569930844
0,3,False,34,5.375643059817954
0,4,False,34,5.439280064427226
0,5,False,34,4.750703360952402
0,6,False,34,3.991226604943345
0,7,False,34,3.14490767565822
0,8,False,34,2.6738337356309723
0,9,False,34,2.6107845268619654
0,10,False,34,2.2138616031030693
0,11,False,34,2.259702743710045
0,12,False,34,2.699316905648946
0,13,False,34,2.5565266406011458
0,14,False,34,2.3549231476456054
0,15,False,34,2.4381458856795057
0,16,False,34,2.6867586813492665
0,17,False,34,2.137019270307331
0,18,False,34,1.7176987179230179
0,19,False,34,1.7945134778286853
0,20,False,34,2.7005335420637473
0,21,False,34,3.140158832369571
0,22,False,34,4.131153534619007
0,23,False,34,5.086831727192255
0,0,False,36,7.816170270033025
0,1,False,36,8.2515048239796
0,2,False,36,7.947690391787227
0,3,False,36,8.424198252341165
0,4,False,36,8.205489097415308
0,5,False,36,6.91102394179061
0,6,False,36,6.575126450414147
0,7,False,36,6.044457970361289
0,8,False,36,5.665697321675946
0,9,False,36,5.866507011783813
0,10,False,36,5.745058726423754
0,11,False,36,5.7963632740596385
0,12,False,36,5.907839609972371
0,13,False,36,5.6447169886756585
0,14,False,36,5.366735557647833
0,15,False,36,5.229510777241261
0,16,False,36,5.521557321077544
0,17,False,36,3.7877139174553274
0,18,False,36,3.361965266915172
0,19,False,36,3.6372422559484305
0,20,False,36,5.7003934248521
