weekend,hour,raining,origin,speed
0,0,False,0,7.374185303753273
0,1,False,0,7.261177450587183
0,2,False,0,7.1515809625640925
0,3,False,0,6.9877913149529896
0,4,False,0,6.914015851742058
0,5,False,0,5.892406290394278
0,6,False,0,5.277833114222015
0,7,False,0,4.27338360136993
0,8,False,0,3.9406017116016825
0,9,False,0,4.091423292003666
0,10,False,0,4.392521514043995
0,11,False,0,4.536324759381129
0,12,False,0,4.502845352845622
0,13,False,0,4.442800035120278
0,14,False,0,4.371279263038651
0,15,False,0,4.418568114206547
0,16,False,0,4.453339972639481
0,17,False,0,3.9717820950206013
0,18,False,0,3.9373043295172723
0,19,False,0,4.039521442920466
0,20,False,0,5.513538884973559
0,21,False,0,5.952328910389616
0,22,False,0,6.394924699276656
0,23,False,0,7.021346050556456
0,0,False,1,8.57559378790409
0,1,False,1,8.716730255980831
0,2,False,1,8.447374635303705
0,3,False,1,8.247713284527247
0,4,False,1,7.905863368042148
0,5,False,1,7.125169986597629
0,6,False,1,5.84322367905623
0,7,False,1,4.0093256184668595
0,8,False,1,4.121777857614329
0,9,False,1,4.1867058483678985
0,10,False,1,4.348264400165138
0,11,False,1,4.619420677876264
0,12,False,1,4.732542476287716
0,13,False,1,4.526351992110417
0,14,False,1,4.499862406589839
0,15,False,1,4.228695036260227
0,16,False,1,4.221990127979739
0,17,False,1,4.159934186734158
0,18,False,1,4.148722715139547
0,19,False,1,4.07824096427684
0,20,False,1,5.592136834771781
0,21,False,1,6.254732237062783
0,22,False,1,6.8649142250319715
0,23,False,1,7.7464670567632465
0,0,False,2,13.416398499514681
0,1,False,2,13.442692759245288
0,2,False,2,12.938422773670162
0,3,False,2,13.157641350634742
0,4,False,2,13.249414856848778
0,5,False,2,12.232059910689586
0,6,False,2,10.782549899500735
0,7,False,2,6.569708598322621
0,8,False,2,7.1961502910703015
0,9,False,2,7.058612821334816
0,10,False,2,7.161816502431595
0,11,False,2,5.589218304337254
0,12,False,2,6.320708639503499
0,13,False,2,6.226166718474111
0,14,False,2,5.187023736497351
0,15,False,2,5.218225027730239
0,16,False,2,4.721125480003439
0,17,False,2,4.161219736938
0,18,False,2,4.503589626065746
0,19,False,2,4.687174498644877
0,20,False,2,7.2854664126946895
0,21,False,2,10.422406322948978
0,22,False,2,11.61597135971299
0,23,False,2,12.862490666892386
0,0,False,3,7.034650174003567
0,1,False,3,6.875072181359114
0,2,False,3,6.601127703116776
0,3,False,3,6.498715198070564
0,4,False,3,6.362290122152974
0,5,False,3,5.908851686510341
0,6,False,3,4.968402591533678
0,7,False,3,4.2447617609819295
0,8,False,3,4.028135595642519
0,9,False,3,3.8448069642478906
0,10,False,3,3.8384256303652617
0,11,False,3,3.9447613469356466
0,12,False,3,3.9215966937616247
0,13,False,3,3.8194080943660773
0,14,False,3,3.6643024210368114
0,15,False,3,3.630216415578303
0,16,False,3,3.800578074636028
0,17,False,3,3.506141108014303
0,18,False,3,3.3545029740823726
0,19,False,3,3.1877738278065966
0,20,False,3,4.526552259255521
0,21,False,3,5.068649262297453
0,22,False,3,5.788526484926682
0,23,False,3,6.705645853503993
0,0,False,4,6.392588712637824
0,1,False,4,6.490377939847144
0,2,False,4,6.112998127610655
0,3,False,4,6.202360675707637
0,4,False,4,6.031532999777966
0,5,False,4,5.6254676394593135
0,6,False,4,4.522028279285297
0,7,False,4,3.8524318101396298
0,8,False,4,3.7960441650134764
0,9,False,4,3.604918051168386
0,10,False,4,3.6138534965283453
0,11,False,4,3.63805220430072
0,12,False,4,3.6166907540762554
0,13,False,4,3.4522491702076885
0,14,False,4,3.379423314263196
0,15,False,4,3.387274644984831
0,16,False,4,3.4630443430049436
0,17,False,4,3.0788255626503283
0,18,False,4,2.79487790916415
0,19,False,4,2.9574817403032783
0,20,False,4,4.13624790304434
0,21,False,4,4.647628736111984
0,22,False,4,5.303296436190527
0,23,False,4,5.820475440396962
0,0,False,5,15.090798883003744
0,1,False,5,15.035636114958017
0,2,False,5,14.305308759640225
0,3,False,5,13.642643370802448
0,4,False,5,13.895350044810137
0,5,False,5,13.164264558228203
0,6,False,5,11.197144373698505
0,7,False,5,9.741485881032292
0,8,False,5,9.37645113128996
0,9,False,5,9.886240274753222
0,10,False,5,9.64900337140298
0,11,False,5,9.463910294745725
0,12,False,5,9.406330641424121
0,13,False,5,9.114240439845533
0,14,False,5,8.875838717880903
0,15,False,5,8.97085664875318
0,16,False,5,8.91910391083512
0,17,False,5,7.8526515356546485
0,18,False,5,6.623203115388883
0,19,False,5,7.282367423397542
0,20,False,5,9.785346531656808
0,21,False,5,11.011910942446704
0,22,False,5,12.346118179371402
0,23,False,5,14.048203790180708
0,0,False,6,10.194441063653343
0,1,False,6,9.84462606629869
0,2,False,6,9.518021911257847
0,3,False,6,9.086008188047535
0,4,False,6,8.866036675094112
0,5,False,6,8.583038558638963
0,6,False,6,7.330256903389611
0,7,False,6,6.320381352745023
0,8,False,6,5.4974910918160225
0,9,False,6,5.745659107651029
0,10,False,6,5.852171920765409
0,11,False,6,5.664987353474896
0,12,False,6,5.597740104373106
0,13,False,6,5.642112147326412
0,14,False,6,5.521140899462419
0,15,False,6,4.956586560213971
0,16,False,6,5.420587816523527
0,17,False,6,5.012739959287074
0,18,False,6,3.9241473119255317
0,19,False,6,3.556982896015474
0,20,False,6,5.8741779371250455
0,21,False,6,6.984862780026037
0,22,False,6,7.992561936561492
0,23,False,6,9.274928656252136
0,0,False,7,7.974852782889833
0,1,False,7,7.744004421697345
0,2,False,7,7.410862114827911
0,3,False,7,7.211101945634644
0,4,False,7,6.971239555453245
0,5,False,7,6.731194491469573
0,6,False,7,5.85967820831965
0,7,False,7,4.86242975523387
0,8,False,7,3.7527831776804015
0,9,False,7,4.067618635758609
0,10,False,7,4.358392614630481
0,11,False,7,4.41866648387273
0,12,False,7,4.250828474762397
0,13,False,7,4.055199760609636
0,14,False,7,3.98872859776742
0,15,False,7,3.4080234492978922
0,16,False,7,3.826455151266166
0,17,False,7,3.6887849155164836
0,18,False,7,3.101849370698727
0,19,False,7,2.802153977272159
0,20,False,7,4.005091385998927
0,21,False,7,5.440198826031751
0,22,False,7,6.165450941895581
0,23,False,7,7.273533232935703
0,0,False,8,5.388669681896439
0,1,False,8,5.270446088413683
0,2,False,8,5.0334239462376935
0,3,False,8,4.85399364017544
0,4,False,8,4.686915582296373
0,5,False,8,4.553077395018488
0,6,False,8,3.8817907776225486
0,7,False,8,3.2104323051222217
0,8,False,8,2.782436654534488
0,9,False,8,2.708197736098069
0,10,False,8,2.845495092029949
0,11,False,8,2.8696664777313394
0,12,False,8,2.789308604104031
0,13,False,8,2.699725222316925
0,14,False,8,2.6157170287145397
0,15,False,8,2.5367792750845863
0,16,False,8,2.5804694342745385
0,17,False,8,2.516403780823691
0,18,False,8,2.3816687827446708
0,19,False,8,2.2727178220495348
0,20,False,8,3.0835016560379147
0,21,False,8,3.7194766129355044
0,22,False,8,4.216598097054243
0,23,False,8,4.982311062706213
0,0,False,9,16.69883267077016
0,1,False,9,16.39825616254792
0,2,False,9,15.68442213112721
0,3,False,9,15.030143539005662
0,4,False,9,14.878474602451002
0,5,False,9,13.931989977783235
0,6,False,9,11.99559975135453
0,7,False,9,10.769420258632655
0,8,False,9,9.62293530749876
0,9,False,9,10.224700325831483
0,10,False,9,10.255200380538616
0,11,False,9,10.234333793015304
0,12,False,9,10.16272345375414
0,13,False,9,10.04247840484534
0,14,False,9,9.973518705540569
0,15,False,9,9.85768379206132
0,16,False,9,9.791230241143525
0,17,False,9,9.073237711687982
0,18,False,9,8.79813355567723
0,19,False,9,7.2357588765936764
0,20,False,9,10.190073964880943
0,21,False,9,12.218629671141997
0,22,False,9,13.455475407236664
0,23,False,9,15.354904813578072
0,0,False,10,8.587149633337257
0,1,False,10,8.178259863034253
0,2,False,10,7.8065399708869165
0,3,False,10,7.467141951346187
0,4,False,10,7.156025761547726
0,5,False,10,7.0149848767984855
0,6,False,10,6.0711271932793744
0,7,False,10,5.38846010523598
0,8,False,10,4.640155874899371
0,9,False,10,4.621719054274492
0,10,False,10,4.585658406288929
0,11,False,10,4.652633430802873
0,12,False,10,4.642021950602265
0,13,False,10,4.605645029632533
0,14,False,10,4.5698338066357875
0,15,False,10,4.534575187659299
0,16,False,10,4.499856479762647
0,17,False,10,4.517969272294033
0,18,False,10,4.29328876565896
0,19,False,10,3.848545896764444
0,20,False,10,5.2187221692760275
0,21,False,10,5.993971573595339
0,22,False,10,6.792983191423209
0,23,False,10,7.837779019662608
0,0,False,11,9.01455533933808
0,1,False,11,8.652167015031447
0,2,False,11,8.180832414964406
0,3,False,11,7.819245833205433
0,4,False,11,7.488269985047398
0,5,False,11,7.436548264056331
0,6,False,11,6.462850629121813
0,7,False,11,5.555046195517214
0,8,False,11,3.6110137288030875
0,9,False,11,3.8435792974483407
0,10,False,11,4.483203877951161
0,11,False,11,4.721816530783769
0,12,False,11,4.8453023472856485
0,13,False,11,4.8341295288795605
0,14,False,11,4.768961562934671
0,15,False,11,4.731686217532183
0,16,False,11,4.721030656227166
0,17,False,11,4.759738659675101
0,18,False,11,4.487728116706241
0,19,False,11,4.016675770834784
0,20,False,11,5.264687791154119
0,21,False,11,6.216040718036123
0,22,False,11,7.152119688268157
0,23,False,11,8.280401771963994
0,0,False,12,6.03165258912141
0,1,False,12,5.721670925117359
0,2,False,12,5.441993320976541
0,3,False,12,5.188383045495809
0,4,False,12,4.957357969543154
0,5,False,12,4.978648709023849
0,6,False,12,4.290919712630136
0,7,False,12,3.364832031907647
0,8,False,12,1.848274424007335
0,9,False,12,1.984780860737256
0,10,False,12,2.523269453329303
0,11,False,12,2.723321560992013
0,12,False,12,3.024634655631983
0,13,False,12,3.0872890035050338
0,14,False,12,3.0450617995870575
0,15,False,12,2.9220380825497374
0,16,False,12,2.9639805588446735
0,17,False,12,3.0877029834407317
0,18,False,12,2.6677222331867796
0,19,False,12,2.178864470977444
0,20,False,12,2.979760582611854
0,21,False,12,3.8118604820029223
0,22,False,12,4.731055251862023
0,23,False,12,5.4738080776216576
0,0,False,13,14.201522410407058
0,1,False,13,13.793624523189715
0,2,False,13,13.006892114607458
0,3,False,13,12.572245279363042
0,4,False,13,12.081095177723599
0,5,False,13,11.806762473523147
0,6,False,13,10.232826032374245
0,7,False,13,5.794567523563706
0,8,False,13,2.7265834494987256
0,9,False,13,3.089989130180235
0,10,False,13,4.847801084062039
0,11,False,13,5.737543600342348
0,12,False,13,7.232254578733377
0,13,False,13,7.66418552658097
